Name,Location,ratings,Features,Price,Description,Images,Guests,
Ranil Villa,galle,10,"Game room,Tennis,Terrace/Patio,Balcony,Air-conditioned,Laundry facilities,Flat-screen TV,Grill,Internet,Pets allowed on request. Charges may apply.,[This apartment brings it all within your reach. Fans of nature and the outdoors will love being 23 minutes by car from Galle Face Green and 56 minutes from Galle Face Beach. With convenient onsite parking, youll be ready to make the 7-minute drive t…Expedia]",59,"This apartment brings it all within your reach. Fans of nature and the outdoors will love being 23 minutes by car from Galle Face Green and 56 minutes from Galle Face Beach. With convenient onsite parking, youll be ready to make the 7-minute drive t…Expedia","'https://content.r9cdn.net/rimg/himg/ad/30/2f/expediav2-34824103-8956e7ac_z-854231.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ad/30/2f/expediav2-34824103-3ff8ab26_z-969952.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/8e/d1/d0/hotelsdotcom-1115371296-6ada004f_w-797946.jpg?width=1020&height=1020&xhint=1080&yhint=667&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/51/d7/a3/expediav2-5342397-830806197-338464.jpg?width=1020&height=1020&xhint=520&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10'",2,
Beatrice House,galle,8,"Kitchen,Kitchenette,Terrace/Patio,Balcony,Air-conditioned,Laundry facilities,Washing machine,Linens,Towels,Free toiletries,[Located in Nilaveli, this welcoming vacation home lets you experience it all. With the propertys convenient onsite parking, youll be ready to make the quick 3-minute drive to Nilaveli Beach or the 16-minute drive to Pigeon Beach. Relax in the garde…Expedia]",89,"Located in Nilaveli, this welcoming vacation home lets you experience it all. With the propertys convenient onsite parking, youll be ready to make the quick 3-minute drive to Nilaveli Beach or the 16-minute drive to Pigeon Beach. Relax in the garde…Expedia","'/rimg/himg/31/cf/f7/expediav2-27501022-1f7d01d9_z-058477.jpg?width=510&height=510&crop=true', '/rimg/himg/31/cf/f7/expediav2-27501022-835b7bb5_z-385370.jpg?width=510&height=510&crop=true', '/rimg/himg/31/cf/f7/expediav2-27501022-54cb4be5_z-103465.jpg?width=510&height=510&crop=true', '/rimg/himg/31/cf/f7/expediav2-27501022-b6efb59e_z-299260.jpg?width=510&height=510&crop=true'",1,
Grand Conch Villa,tangalla,10,"Kitchen,Kitchenette,Terrace/Patio,Balcony,Air-conditioned,Coffee machine,Laundry facilities,Washing machine,Flat-screen TV,TV,[Located in Habarana, this welcoming vacation home lets you experience it all. Jump into your car and make short work of the 13-minute drive to Minneriya National Park or the 17-minute drive to Pidurangala Rock (and enjoy the propertys convenient ons…Expedia]",60,"Located in Habarana, this welcoming vacation home lets you experience it all. Jump into your car and make short work of the 13-minute drive to Minneriya National Park or the 17-minute drive to Pidurangala Rock (and enjoy the propertys convenient ons…Expedia","'https://content.r9cdn.net/rimg/himg/ec/b1/d2/expediav2-2472124-cdd29b-137166.jpg?width=1020&height=1020&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ab/9e/eb/expediav2-34126229-362f7ba0_z-305274.jpg?width=1020&height=1020&xhint=560&yhint=243&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/cb/9f/f1/expediav2-2472124-3942fc-838795.jpg?width=1020&height=1020&xhint=600&yhint=243&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/51/f6/35/expediav2-2472124-b42c6f-881307.jpg?width=1020&height=1020&crop=true&watermarkheight=28&watermarkpadding=10'",2,
Big Game - Udawalawe by Eco Team,udawalawa,9,"[Located in Kandy, this welcoming vacation home brings it all within your reach. With the propertys convenient onsite parking, youll be ready to make the quick 6-minute drive to Royal Palace of Kandy or the 7-minute drive to Kandy Clock Tower. Relax…Expedia]",32,"Located in Kandy, this welcoming vacation home brings it all within your reach. With the propertys convenient onsite parking, youll be ready to make the quick 6-minute drive to Royal Palace of Kandy or the 7-minute drive to Kandy Clock Tower. Relax…Expedia","'https://content.r9cdn.net/rimg/himg/f2/8d/36/expediav2-2892972-5eba80-331715.jpg?width=1020&height=1020&xhint=480&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/48/ad/7c/expediav2-2892972-921a95-251143.jpg?width=1020&height=1020&xhint=333&yhint=580&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/3e/21/bb/expediav2-2892972-3e09d2-471525.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/8c/cb/8b/expediav2-2892972-0f5f51-350726.jpg?width=1020&height=1020&xhint=480&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10'",2,
The Hideout Sigiriya,sigiriya,10,"City view,Mountain view,Outdoor pool,Kitchenette,Terrace/Patio,Balcony,Outdoor dining area,Air-conditioned,Laundry facilities,Linens,[Close to hiking and biking trails, this family-friendly vacation home brings it all within reach. Victoria Park is just steps away and Nuwara Eliya Golf Club is within an easy 11-minute walk, so leave your car at the property, which offers onsite par…ExpediaRead more]",62,"Close to hiking and biking trails, this family-friendly vacation home brings it all within reach. Victoria Park is just steps away and Nuwara Eliya Golf Club is within an easy 11-minute walk, so leave your car at the property, which offers onsite par…ExpediaRead more","'https://content.r9cdn.net/rimg/himg/c0/72/d6/expediav2-2852341-25c3c7-180930.jpg?width=1020&height=1020&xhint=520&yhint=347&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/e8/10/fc/expediav2-2852341-8af96e-385910.jpg?width=1020&height=1020&xhint=500&yhint=414&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/af/f9/d3/expediav2-2852341-0c01a6-119535.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/c2/37/10/expediav2-2852341-99168a-338680.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10'",4,
Makulu Safari Camping,udawalawa,10,"[Located in Colombo, this welcoming apartment lets you experience it all. With the propertys convenient onsite parking, youll be ready to make the quick 3-minute drive to Marino Mall or the 5-minute drive to Dehiwala Zoological Garden.If youre look…Expedia]",85,"Located in Colombo, this welcoming apartment lets you experience it all. With the propertys convenient onsite parking, youll be ready to make the quick 3-minute drive to Marino Mall or the 5-minute drive to Dehiwala Zoological Garden.If youre look…Expedia","'https://content.r9cdn.net/rimg/himg/d1/f9/b0/expediav2-3058045-81e651-954988.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/e3/2a/bf/expediav2-3058045-15d702-853565.jpg?width=1020&height=1020&xhint=333&yhint=580&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/3b/0b/7b/expediav2-3058045-345087-067298.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/c0/47/28/expediav2-3058045-5d0f6f-867614.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10'",4,
Umesh Homestay Dambulla,dambulla,6,"[Located in Wadduwa, this welcoming villa brings it all within your reach. Pothupitiya Beach is an easy 8-minute walk away, so you can leave your car at the property, which offers onsite parking, or jump in your vehicle to make short work of the 9-min…ExpediaRead more]",18,"Located in Wadduwa, this welcoming villa brings it all within your reach. Pothupitiya Beach is an easy 8-minute walk away, so you can leave your car at the property, which offers onsite parking, or jump in your vehicle to make short work of the 9-min…ExpediaRead more","'https://content.r9cdn.net/rimg/himg/88/28/7b/expediav2-2848053-19dd60-237653.jpg?width=1020&height=1020&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/84/97/b6/hotelsdotcom-928717792-87155066_w-982470.jpg?width=1020&height=1020&xhint=1080&yhint=667&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/98/36/57/expediav2-28991181-3c5ba6fa_z-695029.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/74/7b/c9/expediav2-2848053-33577e-146963.jpg?width=1020&height=1020&crop=true&watermarkheight=28&watermarkpadding=10'",5,
The Tea Garden,nuwara eliya,7,"[Featuring a garden, a shared lounge, and a restaurant, Tudor Barn - Little England Cottages features accommodation in Nuwara Eliya with free WiFi and garden views. Boasting free private parking, the villa is in an area where guests can engage in acti…Booking.com]",137,"Featuring a garden, a shared lounge, and a restaurant, Tudor Barn - Little England Cottages features accommodation in Nuwara Eliya with free WiFi and garden views. Boasting free private parking, the villa is in an area where guests can engage in acti…Booking.com","'/rimg/himg/de/97/fa/expediav2-8512974-fe52d3-082937.jpg?width=510&height=510&crop=true', '/rimg/himg/6a/4d/aa/expediav2-8512974-42dc6e-091557.jpg?width=510&height=510&crop=true', '/rimg/himg/91/f6/7b/expediav2-8512974-74b4e3-057276.jpg?width=510&height=510&crop=true', '/rimg/himg/83/c3/bd/expediav2-8512974-83621c-038269.jpg?width=510&height=510&crop=true'",1,
Thalpe Walawwa Heritage Villa,unawatuna,10,"[Located in Kandy, 2 km from Kandy railway station, Swarga Villa provides accommodation with free bikes, free private parking, a shared lounge and a terrace. The 4-star hotel has air-conditioned rooms with a private bathroom and free WiFi. The hotel f…Booking.com]",163,"Located in Kandy, 2 km from Kandy railway station, Swarga Villa provides accommodation with free bikes, free private parking, a shared lounge and a terrace. The 4-star hotel has air-conditioned rooms with a private bathroom and free WiFi. The hotel f…Booking.com","'/rimg/himg/9e/20/4e/expediav2-8153591-d79070-377181.jpg?width=510&height=510&crop=true', '/rimg/himg/b7/24/eb/expediav2-8153591-3165c6-322893.jpg?width=510&height=510&crop=true', '/rimg/himg/e3/e6/b6/expediav2-8153591-a91c61-242831.jpg?width=510&height=510&crop=true', '/rimg/himg/82/dc/d7/expediav2-8153591-9cf077-260894.jpg?width=510&height=510&crop=true'",2,
The Rosedale Grand Nuwara Eliya,nuwara eliya,6,"Lake view,Mountain view,Kitchen,Kitchenette,Game room,Pool table,Terrace/Patio,Balcony,Coffee machine,Laundry facilities,[Located in Nuwara Eliya, this welcoming villa brings it all within your reach. Jump into your car and make short work of the 3-minute drive to Nuwara Eliya Golf Club or the 5-minute drive to Assemblies of God Church Nuwara Eliya (and enjoy the proper…ExpediaRead more]",117,"Located in Nuwara Eliya, this welcoming villa brings it all within your reach. Jump into your car and make short work of the 3-minute drive to Nuwara Eliya Golf Club or the 5-minute drive to Assemblies of God Church Nuwara Eliya (and enjoy the proper…ExpediaRead more","'/rimg/himg/89/5a/de/expediav2-3386879-423abc-485512.jpg?width=510&height=510&crop=true', '/rimg/himg/c9/11/e9/expediav2-3386879-dcb1a3-426979.jpg?width=510&height=510&crop=true', '/rimg/himg/ce/e6/9f/expediav2-3386879-4c509c-204854.jpg?width=510&height=510&crop=true', '/rimg/himg/5e/40/ca/expediav2-3386879-ed3c39-523329.jpg?width=510&height=510&crop=true'",1,
BellaVista Apartments at Cornish Colombo,colombo,10,"Outdoor pool,Kitchen,Terrace/Patio,Air-conditioned,Coffee machine,Laundry facilities,Grill,Free toiletries,Parking,Restaurant,[Located in Nuwara Eliya, Carnation Rest is within a 15-minute walk of Victoria Park and Lake Gregory. This golf hotel is 0.8 mi (1.4 km) from Nuwara Eliya Golf Club and 1 mi (1.6 km) from Assemblies of God Church Nuwara Eliya. Stay in one of 10 guest…SemboRead more]",143,"Located in Nuwara Eliya, Carnation Rest is within a 15-minute walk of Victoria Park and Lake Gregory. This golf hotel is 0.8 mi (1.4 km) from Nuwara Eliya Golf Club and 1 mi (1.6 km) from Assemblies of God Church Nuwara Eliya. Stay in one of 10 guest…SemboRead more","'/rimg/himg/c7/67/8c/expediav2-2948826-13ee5f-242972.jpg?width=510&height=510&crop=true', '/rimg/himg/96/4c/2c/expediav2-2948826-5e4154-291625.jpg?width=510&height=510&crop=true', '/rimg/himg/b9/7c/39/expediav2-2948826-44e530-095216.jpg?width=510&height=510&crop=true', '/rimg/himg/a2/86/ef/expediav2-2948826-692c4b-724204.jpg?width=510&height=510&crop=true'",1,
Villa River Paradise,galle,9,"[Honey, you’re home – at Why House, that is. This relaxed, friendly Sri Lankan villa set in three-acre tropical gardens is all yours to play with\xa0(and little ones will love it, too). Bed down in the family-friendly Main House or Garden House, or opt f…Mr & Mrs Smith]",15,"Honey, you’re home – at Why House, that is. This relaxed, friendly Sri Lankan villa set in three-acre tropical gardens is all yours to play with\xa0(and little ones will love it, too). Bed down in the family-friendly Main House or Garden House, or opt f…Mr & Mrs Smith","'https://content.r9cdn.net/rimg/himg/2e/dc/d4/expediav2-690143-221091-293959.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ec/7d/68/expediav2-690143-d03b42-215694.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/cd/33/91/expediav2-690143-24d065-268284.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/85/d6/ee/expediav2-690143-0254d8-923893.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10'",3,
Earl's Regency Kandy,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Tea/coffee maker",200,"Earls Regency Kandy is a luxurious hotel nestled in the heart of Kandy, Sri Lanka. Surrounded by lush greenery and overlooking stunning mountain vistas, this hotel offers a serene retreat for travelers. With its outdoor pool, spa, fitness center, and multiple dining options, Earls Regency promises a rejuvenating experience. Guests can enjoy modern amenities such as free Wi-Fi and in-room tea/coffee makers. Whether visiting for leisure or business, Earls Regency Kandy provides an unforgettable stay.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,5,
Mahaweli Reach Hotel,Kandy,9,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Coffee shop",180,"Mahaweli Reach Hotel is an elegant retreat located along the banks of the Mahaweli River in Kandy, Sri Lanka. The hotel offers breathtaking views of the river and lush surroundings. Guests can indulge in the outdoor pool, spa treatments, and fitness facilities. The hotels restaurant and bar serve a variety of cuisine and drinks, while the coffee shop offers a cozy spot to relax. With free Wi-Fi and attentive room service, Mahaweli Reach Hotel ensures a comfortable and memorable stay.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,4,
Cinnamon Citadel Kandy,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Tennis court",220,"Situated amidst the lush greenery of Kandy, Sri Lanka, Cinnamon Citadel offers a luxurious retreat overlooking the scenic Mahaweli River. Guests can relax in the outdoor pool, indulge in spa treatments, or stay active in the fitness center and tennis court. The hotels restaurant and bar serve delectable dishes and drinks, while free Wi-Fi and attentive room service ensure a comfortable stay. With its picturesque setting and top-notch amenities, Cinnamon Citadel Kandy provides a memorable experience for guests.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,1,
Amaya Hills Kandy,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Business center",190,"Nestled amidst the hills of Kandy, Sri Lanka, Amaya Hills offers a tranquil escape with panoramic views of the surrounding mountains and lush greenery. Guests can unwind in the outdoor pool, pamper themselves with spa treatments, or stay active in the fitness center. The hotels restaurant and bar serve a variety of delicious dishes and drinks, while free Wi-Fi and a business center cater to the needs of business travelers. With its serene ambiance and modern amenities, Amaya Hills Kandy promises a relaxing and rejuvenating stay.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,3,
The Grand Kandyan Hotel,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Conference facilities",170,"The Grand Kandyan Hotel offers a blend of luxury and traditional charm in the heart of Kandy, Sri Lanka. Surrounded by lush greenery and overlooking the cityscape, the hotel provides a peaceful retreat for guests. With its outdoor pool, spa, and fitness center, guests can relax and rejuvenate during their stay. The hotels restaurant and bar offer a diverse menu of culinary delights and refreshing drinks. Free Wi-Fi and conference facilities cater to the needs of both leisure and business travelers. With its warm hospitality and modern amenities, The Grand Kandyan Hotel ensures a memorable stay for all guests.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,3,
OZO Kandy,Kandy,8,"Rooftop pool, Fitness center, Restaurant, Bar/Lounge, Free Wi-Fi, Meeting facilities",150,"OZO Kandy offers modern and comfortable accommodations in the heart of Kandy, Sri Lanka. The hotel features a rooftop pool with panoramic views of the city, a fitness center, and meeting facilities for business travelers. Guests can dine at the hotels restaurant and unwind at the bar/lounge. Free Wi-Fi is available throughout the property, ensuring guests stay connected during their visit.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,2,
The Golden Crown Hotel,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Garden",160,"The Golden Crown Hotel is a luxurious retreat nestled amidst the scenic hills of Kandy, Sri Lanka. Guests can relax in the outdoor pool, indulge in spa treatments, or stay active in the fitness center. The hotels restaurant offers a diverse menu of local and international cuisine, while the bar/lounge is the perfect place to unwind with a drink. With its tranquil garden setting and modern amenities, The Golden Crown Hotel provides a peaceful escape for guests.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,5
Hotel Topaz,Kandy,8,"Outdoor pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Room service, Free Wi-Fi, Tennis court",130,"Hotel Topaz is a charming hotel located amidst lush greenery in Kandy, Sri Lanka. The hotel features an outdoor pool, spa and wellness center, and fitness facilities for guests to enjoy. The on-site restaurant serves a variety of delicious dishes, while the bar/lounge offers a relaxing atmosphere to unwind. Free Wi-Fi is available throughout the property, and guests can also make use of the tennis court for recreation.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,1,
Theva Residency,Kandy,9,"Infinity pool, Spa and wellness center, Fitness center, Restaurant, Bar/Lounge, Free Wi-Fi, Terrace",250,"heva Residency is a boutique hotel offering breathtaking views of the surrounding hills and valleys in Kandy, Sri Lanka. The hotel boasts an infinity pool, spa and wellness center, and fitness facilities for guests to relax and rejuvenate. The on-site restaurant serves gourmet cuisine with a focus on locally sourced ingredients, while the bar/lounge offers a selection of cocktails and fine wines. Free Wi-Fi is available throughout the property, and guests can also enjoy the panoramic views from the terrace.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,4,
Heaven Seven Kandy,Kandy,8,"Restaurant, Bar/Lounge, Free Wi-Fi, 24-hour front desk, Terrace",120,"Heaven Seven Kandy is a cozy hotel located in the heart of Kandy, Sri Lanka. The hotel offers comfortable accommodations with modern amenities, including free Wi-Fi and a 24-hour front desk. Guests can dine at the on-site restaurant and enjoy drinks at the bar/lounge. The terrace provides a scenic spot to relax and take in the views of the city. With its convenient location and friendly service, Heaven Seven Kandy is an ideal choice for travelers visiting the area.,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.aitkenspencehotels.com%2Fearlsregency%2F&psig=AOvVaw1wHJXOItFfBnjuauK7QdX1&ust=1707713282373000&source=images&cd=vfe&opi=89978449&ved=0CBMQjRxqFwoTCIicyfu9ooQDFQAAAAAdAAAAABAE,5,
